"name","date","time","latitude","lat_deg","longitude","lon_deg","press","wind"
"DARBY","2010-06-22","18:00:00",10.2,"N",-92.5,"E",1008,25
"DARBY","2010-06-23","00:00:00",10.9,"N",-92.9,"E",1006,30
"DARBY","2010-06-23","06:00:00",11.3,"N",-93.7,"E",1005,35
"DARBY","2010-06-23","12:00:00",11.7,"N",-94.6,"E",1000,45
"DARBY","2010-06-23","18:00:00",11.9,"N",-95.6,"E",994,55
"DARBY","2010-06-24","00:00:00",12.2,"N",-96.6,"E",990,60
"DARBY","2010-06-24","06:00:00",12.5,"N",-97.5,"E",987,65
"DARBY","2010-06-24","12:00:00",12.7,"N",-98.3,"E",984,70
"DARBY","2010-06-24","18:00:00",12.8,"N",-99,"E",981,75
"DARBY","2010-06-25","00:00:00",13.1,"N",-99.7,"E",977,80
"DARBY","2010-06-25","06:00:00",13.2,"N",-100.4,"E",970,90
"DARBY","2010-06-25","12:00:00",13.4,"N",-100.9,"E",962,100
"DARBY","2010-06-25","18:00:00",13.6,"N",-101.3,"E",960,105
"DARBY","2010-06-25","21:00:00",13.7,"N",-101.6,"E",959,105
"DARBY","2010-06-26","00:00:00",13.7,"N",-101.8,"E",961,100
"DARBY","2010-06-26","06:00:00",13.5,"N",-102.2,"E",962,100
"DARBY","2010-06-26","12:00:00",13.5,"N",-102.5,"E",965,95
"DARBY","2010-06-26","18:00:00",13.5,"N",-102.7,"E",975,85
"DARBY","2010-06-27","00:00:00",13.5,"N",-102.9,"E",984,70
"DARBY","2010-06-27","06:00:00",13.5,"N",-103.1,"E",991,60
"DARBY","2010-06-27","12:00:00",13.6,"N",-103,"E",997,50
"DARBY","2010-06-27","18:00:00",13.7,"N",-102.6,"E",1001,40
"DARBY","2010-06-28","00:00:00",13.8,"N",-102.2,"E",1002,35
"DARBY","2010-06-28","06:00:00",14.1,"N",-101.3,"E",1003,35
"DARBY","2010-06-28","12:00:00",14.2,"N",-100.1,"E",1004,30
"DARBY","2010-06-28","18:00:00",14.3,"N",-98.9,"E",1004,25
"DARBY","2010-06-29","00:00:00",14.6,"N",-97.9,"E",1005,25
"DARBY","2010-06-29","06:00:00",14.9,"N",-97.1,"E",1005,25
"DARBY","2010-06-29","12:00:00",15.1,"N",-96.5,"E",1006,20
"DARBY","2010-06-29","18:00:00",15.3,"N",-96.1,"E",1006,20
"ALEX","2010-06-24","18:00:00",15.9,"N",-82,"E",1007,25
"ALEX","2010-06-25","00:00:00",16,"N",-82.1,"E",1006,25
"ALEX","2010-06-25","06:00:00",16.1,"N",-82.3,"E",1006,25
"ALEX","2010-06-25","12:00:00",16.2,"N",-82.5,"E",1005,30
"ALEX","2010-06-25","18:00:00",16.4,"N",-83.1,"E",1005,30
"ALEX","2010-06-26","00:00:00",16.6,"N",-83.9,"E",1004,30
"ALEX","2010-06-26","06:00:00",16.7,"N",-84.9,"E",1004,40
"ALEX","2010-06-26","12:00:00",16.9,"N",-86.1,"E",1004,40
"ALEX","2010-06-26","18:00:00",17.2,"N",-87.2,"E",996,55
"ALEX","2010-06-27","00:00:00",17.5,"N",-88.2,"E",995,55
"ALEX","2010-06-27","06:00:00",18,"N",-89.1,"E",991,55
"ALEX","2010-06-27","12:00:00",18.5,"N",-90,"E",992,45
"ALEX","2010-06-27","18:00:00",18.9,"N",-90.7,"E",993,35
"ALEX","2010-06-28","00:00:00",19.2,"N",-91.1,"E",991,40
"ALEX","2010-06-28","06:00:00",19.5,"N",-91.4,"E",991,40
"ALEX","2010-06-28","12:00:00",20,"N",-91.6,"E",989,50
"ALEX","2010-06-28","18:00:00",20.3,"N",-91.7,"E",990,50
"ALEX","2010-06-29","00:00:00",20.7,"N",-91.7,"E",987,55
"ALEX","2010-06-29","06:00:00",21.5,"N",-91.9,"E",985,55
"ALEX","2010-06-29","12:00:00",22.4,"N",-92.7,"E",983,60
"ALEX","2010-06-29","18:00:00",22.9,"N",-93.6,"E",981,60
"ALEX","2010-06-30","00:00:00",23,"N",-94.4,"E",973,65
"ALEX","2010-06-30","06:00:00",23.1,"N",-94.8,"E",966,70
"ALEX","2010-06-30","12:00:00",23.5,"N",-95.2,"E",958,75
"ALEX","2010-06-30","15:00:00",24,"N",-95.5,"E",958,75
"ALEX","2010-06-30","18:00:00",24.3,"N",-96.2,"E",962,80
"ALEX","2010-07-01","00:00:00",24.3,"N",-97.3,"E",948,90
"ALEX","2010-07-01","02:00:00",24.2,"N",-97.7,"E",946,95
"ALEX","2010-07-01","06:00:00",24.1,"N",-98.4,"E",963,75
"ALEX","2010-07-01","12:00:00",23.5,"N",-99.5,"E",977,60
"ALEX","2010-07-01","18:00:00",23.1,"N",-100.7,"E",987,40
"ALEX","2010-07-02","00:00:00",23.2,"N",-101.9,"E",997,30
"TWO","2010-07-07","06:00:00",21.5,"N",-91.1,"E",1006,25
"TWO","2010-07-07","12:00:00",22.1,"N",-92,"E",1006,25
"TWO","2010-07-07","18:00:00",22.8,"N",-92.8,"E",1006,30
"TWO","2010-07-08","00:00:00",23.7,"N",-93.7,"E",1005,30
"TWO","2010-07-08","06:00:00",24.7,"N",-95,"E",1006,30
"TWO","2010-07-08","12:00:00",26.1,"N",-96.6,"E",1006,30
"TWO","2010-07-08","14:00:00",26.1,"N",-97.1,"E",1006,30
"TWO","2010-07-08","18:00:00",26.1,"N",-97.8,"E",1007,25
"TWO","2010-07-09","00:00:00",25.9,"N",-98.8,"E",1007,25
"TWO","2010-07-09","06:00:00",26.1,"N",-99.7,"E",1008,20
"TWO","2010-07-09","12:00:00",26.5,"N",-100.6,"E",1009,20
"TWO","2010-07-09","18:00:00",27.3,"N",-101.3,"E",1010,20
"TWO","2010-07-10","00:00:00",28.1,"N",-102.2,"E",1010,20
"CONSON","2010-07-11","12:00:00",13.9,"N",132.6,"E",1008,0
"CONSON","2010-07-11","18:00:00",14.2,"N",131.8,"E",1004,0
"CONSON","2010-07-12","00:00:00",14.3,"N",130.3,"E",1000,35
"CONSON","2010-07-12","06:00:00",14.1,"N",129.3,"E",994,45
"CONSON","2010-07-12","12:00:00",14.3,"N",127.7,"E",985,55
"CONSON","2010-07-12","18:00:00",14.3,"N",126.5,"E",975,65
"CONSON","2010-07-13","00:00:00",14.3,"N",124.8,"E",975,65
"CONSON","2010-07-13","06:00:00",14.4,"N",123.5,"E",975,65
"CONSON","2010-07-13","12:00:00",14.5,"N",122.3,"E",975,65
"CONSON","2010-07-13","18:00:00",14.3,"N",120.9,"E",980,60
"CONSON","2010-07-14","00:00:00",14.7,"N",119.6,"E",985,55
"CONSON","2010-07-14","06:00:00",15.3,"N",118.3,"E",990,50
"CONSON","2010-07-14","12:00:00",16,"N",117.7,"E",992,45
"CONSON","2010-07-14","18:00:00",16.1,"N",116.1,"E",992,45
"CONSON","2010-07-15","00:00:00",16.2,"N",115,"E",990,50
"CONSON","2010-07-15","06:00:00",16.6,"N",113.9,"E",985,55
"CONSON","2010-07-15","12:00:00",16.7,"N",112.9,"E",975,65
"CONSON","2010-07-15","18:00:00",16.9,"N",111.9,"E",975,65
"CONSON","2010-07-16","00:00:00",17,"N",111,"E",975,65
"CONSON","2010-07-16","06:00:00",17.6,"N",110.2,"E",970,70
"CONSON","2010-07-16","12:00:00",18,"N",109.5,"E",970,65
"CONSON","2010-07-16","18:00:00",18.5,"N",108.6,"E",970,65
"CONSON","2010-07-17","00:00:00",19.2,"N",108,"E",980,55
"CONSON","2010-07-17","06:00:00",20.1,"N",107.5,"E",990,50
"CONSON","2010-07-17","12:00:00",20.6,"N",106.9,"E",992,45
"CONSON","2010-07-17","18:00:00",21.1,"N",106.1,"E",996,40
"CONSON","2010-07-18","00:00:00",21,"N",105,"E",1000,0
"SIX","2010-07-14","00:00:00",14.3,"N",-102.6,"E",1007,25
"SIX","2010-07-14","06:00:00",14.4,"N",-104.2,"E",1007,25
"SIX","2010-07-14","12:00:00",14.5,"N",-105.6,"E",1006,30
"SIX","2010-07-14","18:00:00",14.6,"N",-106.5,"E",1006,30
"SIX","2010-07-15","00:00:00",14.8,"N",-107.3,"E",1006,30
"SIX","2010-07-15","06:00:00",15,"N",-107.7,"E",1007,25
"SIX","2010-07-15","12:00:00",15.4,"N",-107.9,"E",1007,25
"SIX","2010-07-15","18:00:00",15.9,"N",-108.1,"E",1007,25
"SIX","2010-07-16","00:00:00",16.5,"N",-108.6,"E",1007,25
"SIX","2010-07-16","06:00:00",17.2,"N",-109.6,"E",1007,25
"SIX","2010-07-16","12:00:00",17.8,"N",-110.8,"E",1007,25
"SIX","2010-07-16","18:00:00",18.2,"N",-112.4,"E",1007,25
"SIX","2010-07-17","00:00:00",18.5,"N",-114.1,"E",1007,25
"SIX","2010-07-17","06:00:00",18.7,"N",-115.1,"E",1008,25
"SIX","2010-07-17","12:00:00",18.9,"N",-116.1,"E",1009,25
"SIX","2010-07-17","18:00:00",19,"N",-117.1,"E",1010,25
"SIX","2010-07-18","00:00:00",19,"N",-118.3,"E",1011,20
"SIX","2010-07-18","06:00:00",19,"N",-119.6,"E",1011,20
"CHANTHU","2010-07-17","06:00:00",15.8,"N",123.1,"E",1008,0
"CHANTHU","2010-07-17","12:00:00",15.5,"N",122.8,"E",1008,0
"CHANTHU","2010-07-17","18:00:00",15.3,"N",122.4,"E",1008,0
"CHANTHU","2010-07-18","00:00:00",15.1,"N",122.1,"E",1008,0
"CHANTHU","2010-07-18","06:00:00",15.2,"N",121.3,"E",1006,0
"CHANTHU","2010-07-18","12:00:00",14.9,"N",119.9,"E",1006,0
"CHANTHU","2010-07-18","18:00:00",14.7,"N",118.9,"E",1004,0
"CHANTHU","2010-07-19","00:00:00",14.6,"N",117.8,"E",1004,0
"CHANTHU","2010-07-19","06:00:00",15.1,"N",117,"E",1002,0
"CHANTHU","2010-07-19","12:00:00",15.9,"N",116.6,"E",1000,35
"CHANTHU","2010-07-19","18:00:00",16.7,"N",116.2,"E",1000,35
"CHANTHU","2010-07-20","00:00:00",17.2,"N",115.7,"E",998,35
"CHANTHU","2010-07-20","06:00:00",17.7,"N",114.9,"E",994,40
"CHANTHU","2010-07-20","12:00:00",17.9,"N",114.2,"E",990,45
"CHANTHU","2010-07-20","18:00:00",18,"N",113.6,"E",985,50
"CHANTHU","2010-07-21","00:00:00",18.2,"N",113.2,"E",985,55
"CHANTHU","2010-07-21","06:00:00",18.7,"N",112.9,"E",985,60
"CHANTHU","2010-07-21","12:00:00",19.2,"N",112.4,"E",980,65
"CHANTHU","2010-07-21","18:00:00",19.8,"N",112,"E",975,65
"CHANTHU","2010-07-22","00:00:00",20.5,"N",111.5,"E",970,70
"CHANTHU","2010-07-22","06:00:00",21.4,"N",110.5,"E",970,70
"CHANTHU","2010-07-22","12:00:00",21.7,"N",109.9,"E",980,65
"CHANTHU","2010-07-22","18:00:00",22.7,"N",108.9,"E",985,55
"CHANTHU","2010-07-23","00:00:00",23.1,"N",107.9,"E",996,45
"CHANTHU","2010-07-23","06:00:00",23.5,"N",107,"E",1000,0
"CHANTHU","2010-07-23","12:00:00",23.5,"N",106.5,"E",1000,0
"BONNIE","2010-07-22","06:00:00",21.5,"N",-73.8,"E",1009,30
"BONNIE","2010-07-22","12:00:00",21.7,"N",-74.4,"E",1008,30
"BONNIE","2010-07-22","18:00:00",22.2,"N",-74.9,"E",1007,30
"BONNIE","2010-07-22","23:15:00",23,"N",-75.7,"E",1006,35
"BONNIE","2010-07-23","00:00:00",23.1,"N",-75.9,"E",1006,35
"BONNIE","2010-07-23","05:15:00",23.7,"N",-77.5,"E",1005,40
"BONNIE","2010-07-23","06:00:00",23.8,"N",-77.8,"E",1005,40
"BONNIE","2010-07-23","12:00:00",24.8,"N",-79.7,"E",1006,35
"BONNIE","2010-07-23","14:30:00",25.4,"N",-80.2,"E",1007,35
"BONNIE","2010-07-23","18:00:00",25.8,"N",-81.1,"E",1008,30
"BONNIE","2010-07-24","00:00:00",26.3,"N",-82.6,"E",1010,30
"BONNIE","2010-07-24","06:00:00",26.7,"N",-84.4,"E",1013,30
"BONNIE","2010-07-24","12:00:00",27.5,"N",-85.9,"E",1013,25
"BONNIE","2010-07-24","18:00:00",28.1,"N",-87.1,"E",1013,25
"BONNIE","2010-07-25","00:00:00",28.6,"N",-88.3,"E",1012,25
"BONNIE","2010-07-25","06:00:00",29.2,"N",-89.5,"E",1012,25
"BONNIE","2010-07-25","12:00:00",29.8,"N",-90.5,"E",1012,20
"BONNIE","2010-07-25","18:00:00",30.1,"N",-91,"E",1014,15
"COLIN","2010-08-02","12:00:00",12.5,"N",-40.7,"E",1007,30
"COLIN","2010-08-02","18:00:00",12.9,"N",-42.4,"E",1007,30
"COLIN","2010-08-03","00:00:00",13.3,"N",-44.4,"E",1007,30
"COLIN","2010-08-03","06:00:00",13.7,"N",-46.6,"E",1006,35
"COLIN","2010-08-03","12:00:00",14.3,"N",-49.3,"E",1007,35
"COLIN","2010-08-03","18:00:00",15.3,"N",-52.2,"E",1009,35
"COLIN","2010-08-04","00:00:00",16.1,"N",-54.8,"E",1009,35
"COLIN","2010-08-04","06:00:00",17,"N",-57.2,"E",1009,35
"COLIN","2010-08-04","12:00:00",18,"N",-59.5,"E",1009,35
"COLIN","2010-08-04","18:00:00",19.2,"N",-61.1,"E",1009,40
"COLIN","2010-08-05","00:00:00",20.4,"N",-62.5,"E",1009,40
"COLIN","2010-08-05","06:00:00",21.7,"N",-63.7,"E",1009,40
"COLIN","2010-08-05","12:00:00",23,"N",-64.9,"E",1008,40
"COLIN","2010-08-05","18:00:00",24.4,"N",-65.8,"E",1007,45
"COLIN","2010-08-05","21:00:00",25,"N",-66.1,"E",1005,50
"COLIN","2010-08-06","00:00:00",25.6,"N",-66.6,"E",1006,50
"COLIN","2010-08-06","06:00:00",26.4,"N",-67.2,"E",1007,40
"COLIN","2010-08-06","12:00:00",27,"N",-67.1,"E",1007,40
"COLIN","2010-08-06","18:00:00",27.7,"N",-66.9,"E",1008,40
"COLIN","2010-08-07","00:00:00",28.5,"N",-66.6,"E",1008,40
"COLIN","2010-08-07","06:00:00",28.9,"N",-66.4,"E",1009,35
"COLIN","2010-08-07","12:00:00",29.1,"N",-66.2,"E",1010,35
"COLIN","2010-08-07","18:00:00",29.3,"N",-65.9,"E",1012,35
"COLIN","2010-08-08","00:00:00",29.7,"N",-65.7,"E",1012,30
"COLIN","2010-08-08","06:00:00",30.3,"N",-65.7,"E",1013,30
"ESTELLE","2010-08-04","12:00:00",14.9,"N",-94.9,"E",1008,20
"ESTELLE","2010-08-04","18:00:00",14.7,"N",-96.3,"E",1008,25
"ESTELLE","2010-08-05","00:00:00",14.7,"N",-97.6,"E",1007,25
"ESTELLE","2010-08-05","06:00:00",14.9,"N",-98.8,"E",1007,25
"ESTELLE","2010-08-05","12:00:00",15.2,"N",-99.9,"E",1006,25
"ESTELLE","2010-08-05","18:00:00",15.5,"N",-100.9,"E",1005,25
"ESTELLE","2010-08-06","00:00:00",15.8,"N",-101.7,"E",1004,30
"ESTELLE","2010-08-06","06:00:00",16.2,"N",-102.6,"E",1004,30
"ESTELLE","2010-08-06","12:00:00",16.6,"N",-103.5,"E",1003,35
"ESTELLE","2010-08-06","18:00:00",16.9,"N",-104.6,"E",1002,40
"ESTELLE","2010-08-07","00:00:00",17,"N",-105.6,"E",1000,45
"ESTELLE","2010-08-07","06:00:00",16.8,"N",-106.4,"E",1000,45
"ESTELLE","2010-08-07","12:00:00",16.9,"N",-107.3,"E",998,50
"ESTELLE","2010-08-07","18:00:00",17.1,"N",-108.3,"E",998,50
"ESTELLE","2010-08-08","00:00:00",17.3,"N",-109.2,"E",994,55
"ESTELLE","2010-08-08","06:00:00",17.5,"N",-109.8,"E",994,55
"ESTELLE","2010-08-08","12:00:00",17.7,"N",-110.4,"E",996,50
"ESTELLE","2010-08-08","18:00:00",17.9,"N",-110.9,"E",999,45
"ESTELLE","2010-08-09","00:00:00",17.9,"N",-111.3,"E",1001,40
"ESTELLE","2010-08-09","06:00:00",17.9,"N",-111.7,"E",1002,35
"ESTELLE","2010-08-09","12:00:00",17.8,"N",-112,"E",1004,35
"ESTELLE","2010-08-09","18:00:00",17.7,"N",-112.4,"E",1005,30
"ESTELLE","2010-08-10","00:00:00",17.7,"N",-112.8,"E",1005,30
"ESTELLE","2010-08-10","06:00:00",17.5,"N",-113.2,"E",1005,25
"ESTELLE","2010-08-10","12:00:00",17.3,"N",-113.2,"E",1006,25
"ESTELLE","2010-08-10","18:00:00",17.2,"N",-113.1,"E",1006,25
"DIANMU","2010-08-07","00:00:00",20.7,"N",124.2,"E",1002,0
"DIANMU","2010-08-07","06:00:00",21,"N",124.3,"E",1000,0
"DIANMU","2010-08-07","12:00:00",21.2,"N",124.4,"E",1000,0
"DIANMU","2010-08-07","18:00:00",21.6,"N",124.4,"E",998,0
"DIANMU","2010-08-08","00:00:00",22.3,"N",124.6,"E",998,0
"DIANMU","2010-08-08","06:00:00",22.9,"N",124.8,"E",996,0
"DIANMU","2010-08-08","12:00:00",23.6,"N",124.9,"E",994,35
"DIANMU","2010-08-08","15:00:00",23.9,"N",125,"E",992,40
"DIANMU","2010-08-08","18:00:00",24.3,"N",125.2,"E",990,45
"DIANMU","2010-08-08","21:00:00",24.8,"N",125.6,"E",990,45
"DIANMU","2010-08-09","00:00:00",25.6,"N",125.7,"E",990,45
"DIANMU","2010-08-09","03:00:00",26.4,"N",125.6,"E",985,50
"DIANMU","2010-08-09","06:00:00",27.1,"N",125.6,"E",985,50
"DIANMU","2010-08-09","09:00:00",28,"N",125.5,"E",985,50
"DIANMU","2010-08-09","12:00:00",28.8,"N",125.2,"E",985,50
"DIANMU","2010-08-09","18:00:00",29.7,"N",125.1,"E",985,50
"DIANMU","2010-08-10","00:00:00",31,"N",125.1,"E",985,50
"DIANMU","2010-08-10","06:00:00",32.1,"N",125.2,"E",985,50
"DIANMU","2010-08-10","12:00:00",33,"N",125.6,"E",985,50
"DIANMU","2010-08-10","15:00:00",33.7,"N",126.2,"E",985,50
"DIANMU","2010-08-10","18:00:00",34,"N",126.6,"E",985,50
"DIANMU","2010-08-10","21:00:00",34.4,"N",127.2,"E",990,45
"DIANMU","2010-08-11","00:00:00",34.8,"N",128.2,"E",990,45
"DIANMU","2010-08-11","03:00:00",35.2,"N",129.1,"E",992,45
"DIANMU","2010-08-11","06:00:00",35.7,"N",130,"E",992,45
"DIANMU","2010-08-11","09:00:00",36.1,"N",130.8,"E",992,45
"DIANMU","2010-08-11","12:00:00",36.4,"N",131.7,"E",992,45
"DIANMU","2010-08-11","15:00:00",36.7,"N",132.7,"E",992,45
"DIANMU","2010-08-11","18:00:00",37.1,"N",133.7,"E",994,40
"DIANMU","2010-08-11","21:00:00",37.6,"N",134.8,"E",994,40
"DIANMU","2010-08-12","00:00:00",38.2,"N",136,"E",994,40
"DIANMU","2010-08-12","03:00:00",38.7,"N",137.3,"E",994,40
"DIANMU","2010-08-12","06:00:00",39.2,"N",139,"E",994,40
"DIANMU","2010-08-12","08:00:00",39.5,"N",140.1,"E",994,40
"DIANMU","2010-08-12","09:00:00",39.5,"N",140.7,"E",994,40
"DIANMU","2010-08-12","12:00:00",39.6,"N",142.7,"E",996,35
"DIANMU","2010-08-12","15:00:00",40.1,"N",144.7,"E",996,35
"DIANMU","2010-08-12","18:00:00",41,"N",146,"E",994,0
"DIANMU","2010-08-13","00:00:00",43.4,"N",151.2,"E",998,0
"FIVE","2010-08-10","06:00:00",25.7,"N",-83,"E",1008,25
"FIVE","2010-08-10","12:00:00",25.7,"N",-83.3,"E",1008,25
"FIVE","2010-08-10","18:00:00",25.9,"N",-83.7,"E",1008,30
"FIVE","2010-08-11","00:00:00",26.1,"N",-84.1,"E",1008,30
"FIVE","2010-08-11","06:00:00",26.5,"N",-85,"E",1008,30
"FIVE","2010-08-11","12:00:00",27.1,"N",-86.1,"E",1008,25
"FIVE","2010-08-11","18:00:00",28,"N",-87.5,"E",1009,25
"FIVE","2010-08-12","00:00:00",29,"N",-88.4,"E",1009,25
"FIVE","2010-08-12","06:00:00",29.4,"N",-88.8,"E",1008,25
"FIVE","2010-08-12","12:00:00",29.7,"N",-89,"E",1008,25
"FIVE","2010-08-12","18:00:00",29.8,"N",-89,"E",1008,25
"FIVE","2010-08-13","00:00:00",30,"N",-88.9,"E",1007,25
"FIVE","2010-08-13","06:00:00",30.4,"N",-88.8,"E",1007,25
"FIVE","2010-08-13","12:00:00",30.8,"N",-88.6,"E",1008,25
"FIVE","2010-08-13","18:00:00",31.4,"N",-88,"E",1008,25
"FIVE","2010-08-14","00:00:00",32,"N",-87.3,"E",1009,20
"FIVE","2010-08-14","06:00:00",32.5,"N",-86.5,"E",1010,15
"FIVE","2010-08-14","12:00:00",32.8,"N",-85.9,"E",1011,15
"FIVE","2010-08-14","18:00:00",33,"N",-85.4,"E",1012,15
"FIVE","2010-08-15","00:00:00",32.8,"N",-85,"E",1012,15
"FIVE","2010-08-15","06:00:00",32.5,"N",-84.9,"E",1013,15
"FIVE","2010-08-15","12:00:00",32,"N",-85,"E",1013,15
"FIVE","2010-08-15","18:00:00",31.5,"N",-85.1,"E",1013,20
"FIVE","2010-08-16","00:00:00",30.8,"N",-85.3,"E",1011,20
"FIVE","2010-08-16","06:00:00",30,"N",-85.6,"E",1010,20
"FIVE","2010-08-16","12:00:00",29.3,"N",-86,"E",1009,20
"FIVE","2010-08-16","18:00:00",29.3,"N",-86.8,"E",1008,25
"FIVE","2010-08-17","00:00:00",29.6,"N",-87.7,"E",1007,25
"FIVE","2010-08-17","06:00:00",30,"N",-88.6,"E",1008,25
"FIVE","2010-08-17","12:00:00",30.7,"N",-89.4,"E",1008,25
"FIVE","2010-08-17","18:00:00",31.3,"N",-90.3,"E",1009,20
"FIVE","2010-08-18","00:00:00",31.7,"N",-91,"E",1010,15
"EIGHT","2010-08-20","06:00:00",18.2,"N",-107.2,"E",1004,30
"EIGHT","2010-08-20","12:00:00",18.8,"N",-107.8,"E",1004,30
"EIGHT","2010-08-20","18:00:00",19.3,"N",-108.7,"E",1003,30
"EIGHT","2010-08-21","00:00:00",19.9,"N",-109.7,"E",1004,30
"EIGHT","2010-08-21","06:00:00",20.2,"N",-110.5,"E",1005,25
"EIGHT","2010-08-21","12:00:00",20.4,"N",-111.1,"E",1005,25
"EIGHT","2010-08-21","18:00:00",20.7,"N",-111.7,"E",1005,25
"EIGHT","2010-08-22","00:00:00",21,"N",-112.3,"E",1005,25
"EIGHT","2010-08-22","06:00:00",21.3,"N",-113,"E",1007,25
"EIGHT","2010-08-22","12:00:00",21.4,"N",-113.6,"E",1008,20
"EIGHT","2010-08-22","18:00:00",21.5,"N",-114.2,"E",1009,20
"EIGHT","2010-08-23","00:00:00",21.5,"N",-114.8,"E",1010,20
"MINDULLE","2010-08-22","00:00:00",16.4,"N",115.1,"E",1002,0
"MINDULLE","2010-08-22","06:00:00",16.2,"N",114.3,"E",1000,0
"MINDULLE","2010-08-22","12:00:00",16,"N",113.6,"E",998,0
"MINDULLE","2010-08-22","18:00:00",15.7,"N",112.5,"E",996,0
"MINDULLE","2010-08-23","00:00:00",15.9,"N",111.5,"E",994,35
"MINDULLE","2010-08-23","06:00:00",16.3,"N",110.2,"E",994,35
"MINDULLE","2010-08-23","12:00:00",16.7,"N",109.1,"E",992,40
"MINDULLE","2010-08-23","18:00:00",17.3,"N",108.4,"E",990,40
"MINDULLE","2010-08-24","00:00:00",18,"N",107.3,"E",985,45
"MINDULLE","2010-08-24","06:00:00",18.6,"N",106.3,"E",985,45
"MINDULLE","2010-08-24","12:00:00",18.9,"N",105.5,"E",990,40
"MINDULLE","2010-08-24","18:00:00",19,"N",104.7,"E",996,35
"MINDULLE","2010-08-25","00:00:00",19.4,"N",104.1,"E",1000,0
"DANIELLE","2010-08-21","12:00:00",10.7,"N",-31.1,"E",1009,25
"DANIELLE","2010-08-21","18:00:00",11,"N",-31.7,"E",1008,25
"DANIELLE","2010-08-22","00:00:00",11.4,"N",-32.4,"E",1007,30
"DANIELLE","2010-08-22","06:00:00",11.8,"N",-33.1,"E",1005,35
"DANIELLE","2010-08-22","12:00:00",12.4,"N",-33.9,"E",1005,35
"DANIELLE","2010-08-22","18:00:00",13.2,"N",-34.8,"E",1004,35
"DANIELLE","2010-08-23","00:00:00",13.8,"N",-35.9,"E",1000,45
"DANIELLE","2010-08-23","06:00:00",14.2,"N",-37.4,"E",997,50
"DANIELLE","2010-08-23","12:00:00",14.7,"N",-39.1,"E",994,55
"DANIELLE","2010-08-23","18:00:00",15.2,"N",-40.9,"E",987,65
"DANIELLE","2010-08-24","00:00:00",15.4,"N",-42.6,"E",982,75
"DANIELLE","2010-08-24","06:00:00",15.6,"N",-44.2,"E",977,80
"DANIELLE","2010-08-24","12:00:00",16.2,"N",-45.8,"E",984,70
"DANIELLE","2010-08-24","18:00:00",17,"N",-47.5,"E",987,65
"DANIELLE","2010-08-25","00:00:00",17.7,"N",-49,"E",984,70
"DANIELLE","2010-08-25","06:00:00",18.4,"N",-50.4,"E",984,70
"DANIELLE","2010-08-25","12:00:00",19.4,"N",-51.6,"E",984,70
"DANIELLE","2010-08-25","18:00:00",20.7,"N",-52.6,"E",980,75
"DANIELLE","2010-08-26","00:00:00",22,"N",-53.6,"E",977,80
"DANIELLE","2010-08-26","06:00:00",23.1,"N",-54.6,"E",973,85
"DANIELLE","2010-08-26","12:00:00",24,"N",-55.4,"E",973,85
"DANIELLE","2010-08-26","18:00:00",24.8,"N",-56.4,"E",970,90
"DANIELLE","2010-08-27","00:00:00",25.6,"N",-57.3,"E",966,95
"DANIELLE","2010-08-27","06:00:00",26.2,"N",-58.3,"E",953,110
"DANIELLE","2010-08-27","12:00:00",26.5,"N",-59.3,"E",948,110
"DANIELLE","2010-08-27","18:00:00",27.1,"N",-60.1,"E",942,115
"DANIELLE","2010-08-28","00:00:00",27.7,"N",-60.5,"E",946,105
"DANIELLE","2010-08-28","06:00:00",28.3,"N",-61,"E",950,95
"DANIELLE","2010-08-28","12:00:00",28.9,"N",-60.8,"E",952,95
"DANIELLE","2010-08-28","18:00:00",29.6,"N",-60.2,"E",955,90
"DANIELLE","2010-08-29","00:00:00",30.9,"N",-59.2,"E",958,85
"DANIELLE","2010-08-29","06:00:00",32.4,"N",-57.9,"E",964,80
"DANIELLE","2010-08-29","12:00:00",34.7,"N",-56.2,"E",966,75
"DANIELLE","2010-08-29","18:00:00",37.3,"N",-55,"E",968,75
"DANIELLE","2010-08-30","00:00:00",38.7,"N",-53.8,"E",969,70
"DANIELLE","2010-08-30","06:00:00",40,"N",-52.8,"E",970,65
"DANIELLE","2010-08-30","12:00:00",40.6,"N",-51.6,"E",970,65
"DANIELLE","2010-08-30","18:00:00",41,"N",-50.2,"E",973,60
"DANIELLE","2010-08-31","00:00:00",41.1,"N",-48,"E",976,60
"DANIELLE","2010-08-31","06:00:00",41.2,"N",-44.8,"E",981,55
"DANIELLE","2010-08-31","12:00:00",41.3,"N",-41,"E",985,55
"DANIELLE","2010-08-31","18:00:00",42.1,"N",-35.9,"E",987,50
"DANIELLE","2010-09-01","00:00:00",43.5,"N",-30.4,"E",988,45
"DANIELLE","2010-09-01","06:00:00",44.8,"N",-26.3,"E",990,40
"DANIELLE","2010-09-01","12:00:00",46.2,"N",-24,"E",991,40
"DANIELLE","2010-09-01","18:00:00",47.9,"N",-22,"E",992,40
"DANIELLE","2010-09-02","00:00:00",49.5,"N",-20.7,"E",994,40
"DANIELLE","2010-09-02","06:00:00",51.1,"N",-19.9,"E",995,40
"DANIELLE","2010-09-02","12:00:00",53,"N",-20.3,"E",996,35
"DANIELLE","2010-09-02","18:00:00",55,"N",-21.5,"E",998,35
"DANIELLE","2010-09-03","00:00:00",57.5,"N",-23,"E",998,30
